#Date;Inv;Psum;Pmax
16/1/20;0;39206;0
16/1/20;1;3438;0
15/1/20;0;35456;0
15/1/20;1;3197;0
14/1/20;0;38663;0
14/1/20;1;3455;0
13/1/20;0;35059;0
13/1/20;1;3140;0
12/1/20;0;40249;0
12/1/20;1;3658;0
11/1/20;0;33442;0
11/1/20;1;2973;0
10/1/20;0;41318;0
10/1/20;1;3695;0
9/1/20;0;47537;0
9/1/20;1;4333;0
8/1/20;0;47359;0
8/1/20;1;4284;0
7/1/20;0;48306;0
7/1/20;1;4366;0
6/1/20;0;49808;0
6/1/20;1;4522;0
5/1/20;0;50491;0
5/1/20;1;4586;0
4/1/20;0;49848;0
4/1/20;1;4544;0
3/1/20;0;41606;0
3/1/20;1;4403;0
2/1/20;0;47982;0
2/1/20;1;4293;0
1/1/20;0;36823;0
1/1/20;1;3494;0
31/12/19;0;43810;0
31/12/19;1;4257;0
30/12/19;0;46476;0
30/12/19;1;4283;0
29/12/19;0;47628;0
29/12/19;1;4277;0
28/12/19;0;43908;0
28/12/19;1;3946;0
27/12/19;0;40493;0
27/12/19;1;3702;0
26/12/19;0;30352;0
26/12/19;1;2611;0
25/12/19;0;13824;0
25/12/19;1;1208;0
24/12/19;0;42876;0
24/12/19;1;3827;0
23/12/19;0;39195;0
23/12/19;1;3386;0
22/12/19;0;48525;0
22/12/19;1;4373;0
21/12/19;0;42917;0
21/12/19;1;3872;0
20/12/19;0;49979;0
20/12/19;1;4550;0
19/12/19;0;48647;0
19/12/19;1;4418;0
18/12/19;0;53352;0
18/12/19;1;4877;0
17/12/19;0;48954;0
17/12/19;1;4440;0
16/12/19;0;49032;0
16/12/19;1;4502;0
15/12/19;0;48783;0
15/12/19;1;4365;0
14/12/19;0;52558;0
14/12/19;1;4752;0
13/12/19;0;51946;0
13/12/19;1;4549;0
12/12/19;0;51402;0
12/12/19;1;4506;0
11/12/19;0;50287;0
11/12/19;1;4320;0
10/12/19;0;53309;0
10/12/19;1;4614;0
9/12/19;0;54961;0
9/12/19;1;4841;0
8/12/19;0;50123;0
8/12/19;1;4632;0
7/12/19;0;53021;0
7/12/19;1;4967;0
6/12/19;0;55273;0
6/12/19;1;4882;0
5/12/19;0;56245;0
5/12/19;1;4981;0
4/12/19;0;53412;0
4/12/19;1;4734;0
3/12/19;0;55000;0
3/12/19;1;4947;0
2/12/19;0;56276;0
2/12/19;1;5205;0
1/12/19;0;44219;0
1/12/19;1;4130;0
30/11/19;0;55539;0
30/11/19;1;5207;0
29/11/19;0;48110;0
29/11/19;1;4504;0
28/11/19;0;54924;0
28/11/19;1;5159;0
27/11/19;0;54744;0
27/11/19;1;5129;0
26/11/19;0;57504;0
26/11/19;1;5308;0
25/11/19;0;48913;0
25/11/19;1;4430;0
24/11/19;0;58515;0
24/11/19;1;5378;0
23/11/19;0;55658;0
23/11/19;1;5051;0
22/11/19;0;54742;0
22/11/19;1;4962;0
21/11/19;0;53908;0
21/11/19;1;4887;0
20/11/19;0;56721;0
20/11/19;1;5231;0
19/11/19;0;54370;0
19/11/19;1;5045;0
18/11/19;0;42084;0
18/11/19;1;3779;0
17/11/19;0;44627;0
17/11/19;1;3894;0
16/11/19;0;53537;0
16/11/19;1;4894;0
15/11/19;0;48710;0
15/11/19;1;4377;0
14/11/19;0;28065;0
14/11/19;1;2688;0
13/11/19;0;38489;0
13/11/19;1;3644;0
12/11/19;0;55345;0
12/11/19;1;5176;0
11/11/19;0;59547;0
11/11/19;1;5425;0
10/11/19;0;55785;0
10/11/19;1;5011;0
9/11/19;0;53236;0
9/11/19;1;4791;0
8/11/19;0;53071;0
8/11/19;1;4808;0
7/11/19;0;56154;0
7/11/19;1;5232;0
6/11/19;0;56538;0
6/11/19;1;5286;0
5/11/19;0;57117;0
5/11/19;1;5300;0
4/11/19;0;39387;0
4/11/19;1;3546;0
3/11/19;0;49233;0
3/11/19;1;4620;0
2/11/19;0;22897;0
2/11/19;1;2213;0
1/11/19;0;28610;0
1/11/19;1;2710;0
31/10/19;0;60258;0
31/10/19;1;5607;0
30/10/19;0;59354;0
30/10/19;1;5747;0
29/10/19;0;53865;0
29/10/19;1;5110;0
28/10/19;0;59689;0
28/10/19;1;5691;0
27/10/19;0;49736;0
27/10/19;1;4681;0
26/10/19;0;59847;0
26/10/19;1;5730;0
25/10/19;0;58405;0
25/10/19;1;5498;0
24/10/19;0;52061;0
24/10/19;1;3542;0
23/10/19;0;37353;0
23/10/19;1;3166;0
22/10/19;0;16795;0
22/10/19;1;3625;0
21/10/19;0;20540;0
21/10/19;1;5474;0
20/10/19;0;17990;0
20/10/19;1;4658;0
19/10/19;0;20121;0
19/10/19;1;5320;0
18/10/19;0;19467;0
18/10/19;1;5140;0
17/10/19;0;21532;0
17/10/19;1;5783;0
16/10/19;0;21249;0
16/10/19;1;5660;0
15/10/19;0;20417;0
15/10/19;1;5371;0
14/10/19;0;19729;0
14/10/19;1;5138;0
13/10/19;0;18739;0
13/10/19;1;4885;0
12/10/19;0;14925;0
12/10/19;1;3854;0
11/10/19;0;17473;0
11/10/19;1;4585;0
10/10/19;0;20228;0
10/10/19;1;5373;0
9/10/19;0;16902;0
9/10/19;1;4490;0
8/10/19;0;20187;0
8/10/19;1;5375;0
7/10/19;0;16540;0
7/10/19;1;4370;0
6/10/19;0;18068;0
6/10/19;1;4708;0
5/10/19;0;12618;0
5/10/19;1;3206;0
4/10/19;0;14480;0
4/10/19;1;3740;0
3/10/19;0;12539;0
3/10/19;1;3162;0
2/10/19;0;17576;0
2/10/19;1;4636;0
1/10/19;0;15804;0
1/10/19;1;4052;0
30/9/19;0;17872;0
30/9/19;1;4408;0
29/9/19;0;23079;0
29/9/19;1;6042;0
28/9/19;0;22610;0
28/9/19;1;5930;0
27/9/19;0;21289;0
27/9/19;1;5697;0
26/9/19;0;21731;0
26/9/19;1;5804;0
25/9/19;0;19744;0
25/9/19;1;5165;0
24/9/19;0;19926;0
24/9/19;1;5228;0
23/9/19;0;12380;0
23/9/19;1;3139;0
22/9/19;0;10111;0
22/9/19;1;2494;0
21/9/19;0;8061;0
21/9/19;1;2043;0
20/9/19;0;11993;0
20/9/19;1;3043;0
19/9/19;0;13422;0
19/9/19;1;3416;0
18/9/19;0;20677;0
18/9/19;1;5470;0
17/9/19;0;18013;0
17/9/19;1;4754;0
16/9/19;0;18372;0
16/9/19;1;4873;0
15/9/19;0;21265;0
15/9/19;1;5683;0
14/9/19;0;13574;0
14/9/19;1;3469;0
13/9/19;0;21824;0
13/9/19;1;5791;0
12/9/19;0;20993;0
12/9/19;1;5642;0
11/9/19;0;19922;0
11/9/19;1;5174;0
10/9/19;0;14076;0
10/9/19;1;3620;0
9/9/19;0;18368;0
9/9/19;1;4776;0
8/9/19;0;18606;0
8/9/19;1;4729;0
7/9/19;0;15977;0
7/9/19;1;4050;0
6/9/19;0;19385;0
6/9/19;1;5094;0
5/9/19;0;14799;0
5/9/19;1;3806;0
4/9/19;0;11303;0
4/9/19;1;2797;0
3/9/19;0;12544;0
3/9/19;1;3143;0
2/9/19;0;16706;0
2/9/19;1;4246;0
1/9/19;0;18003;0
1/9/19;1;4703;0
31/8/19;0;12718;0
31/8/19;1;3172;0
30/8/19;0;6738;0
30/8/19;1;1587;0
29/8/19;0;16260;0
29/8/19;1;4153;0
28/8/19;0;21484;0
28/8/19;1;5715;0
27/8/19;0;17603;0
27/8/19;1;4540;0
26/8/19;0;16240;0
26/8/19;1;4135;0
25/8/19;0;20459;0
25/8/19;1;5324;0
24/8/19;0;16383;0
24/8/19;1;4197;0
23/8/19;0;10262;0
23/8/19;1;2560;0
22/8/19;0;14384;0
22/8/19;1;3660;0
21/8/19;0;21584;0
21/8/19;1;5696;0
20/8/19;0;15300;0
20/8/19;1;3996;0
19/8/19;0;20302;0
19/8/19;1;5435;0
18/8/19;0;21100;0
18/8/19;1;5525;0
17/8/19;0;17236;0
17/8/19;1;4466;0
16/8/19;0;19985;0
16/8/19;1;5265;0
15/8/19;0;19607;0
15/8/19;1;5106;0
14/8/19;0;17366;0
14/8/19;1;4422;0
13/8/19;0;14246;0
13/8/19;1;3609;0
12/8/19;0;19035;0
12/8/19;1;4910;0
11/8/19;0;16002;0
11/8/19;1;4035;0
10/8/19;0;14333;0
10/8/19;1;3603;0
9/8/19;0;14443;0
9/8/19;1;3666;0
8/8/19;0;15998;0
8/8/19;1;4129;0
7/8/19;0;14823;0
7/8/19;1;3772;0
6/8/19;0;17003;0
6/8/19;1;4411;0
5/8/19;0;15538;0
5/8/19;1;4023;0
4/8/19;0;12545;0
4/8/19;1;3083;0
3/8/19;0;17789;0
3/8/19;1;4502;0
2/8/19;0;18307;0
2/8/19;1;4685;0
1/8/19;0;13881;0
1/8/19;1;3527;0
31/7/19;0;18314;0
31/7/19;1;4719;0
30/7/19;0;23014;0
30/7/19;1;6101;0
29/7/19;0;22665;0
29/7/19;1;5989;0
28/7/19;0;18108;0
28/7/19;1;4613;0
27/7/19;0;19794;0
27/7/19;1;5107;0
26/7/19;0;16581;0
26/7/19;1;4184;0
25/7/19;0;17234;0
25/7/19;1;4395;0
24/7/19;0;16040;0
24/7/19;1;4074;0
23/7/19;0;16039;0
23/7/19;1;4169;0
22/7/19;0;21665;0
22/7/19;1;5749;0
21/7/19;0;19593;0
21/7/19;1;5099;0
20/7/19;0;18452;0
20/7/19;1;4929;0
19/7/19;0;23061;0
19/7/19;1;6196;0
18/7/19;0;21701;0
18/7/19;1;5802;0
17/7/19;0;18860;0
17/7/19;1;4981;0
16/7/19;0;22386;0
16/7/19;1;5963;0
15/7/19;0;20837;0
15/7/19;1;5543;0
14/7/19;0;22492;0
14/7/19;1;5871;0
13/7/19;0;22403;0
13/7/19;1;5932;0
12/7/19;0;22065;0
12/7/19;1;5906;0
11/7/19;0;21498;0
11/7/19;1;5669;0
10/7/19;0;19950;0
10/7/19;1;5197;0
9/7/19;0;19561;0
9/7/19;1;5147;0
8/7/19;0;20338;0
8/7/19;1;5316;0
7/7/19;0;15792;0
7/7/19;1;3951;0
6/7/19;0;18244;0
6/7/19;1;4597;0
5/7/19;0;9306;0
5/7/19;1;2256;0
4/7/19;0;11305;0
4/7/19;1;2801;0
3/7/19;0;8469;0
3/7/19;1;2066;0
2/7/19;0;15510;0
2/7/19;1;3860;0
1/7/19;0;17613;0
1/7/19;1;4501;0
30/6/19;0;13714;0
30/6/19;1;3409;0
29/6/19;0;17240;0
29/6/19;1;4441;0
28/6/19;0;15384;0
28/6/19;1;3908;0
27/6/19;0;15728;0
27/6/19;1;4074;0
26/6/19;0;20968;0
26/6/19;1;5603;0
25/6/19;0;19074;0
25/6/19;1;4916;0
24/6/19;0;17302;0
24/6/19;1;4424;0
23/6/19;0;19309;0
23/6/19;1;5223;0
22/6/19;0;22972;0
22/6/19;1;6113;0
21/6/19;0;23365;0
21/6/19;1;6266;0
20/6/19;0;21195;0
20/6/19;1;5605;0
19/6/19;0;15441;0
19/6/19;1;3893;0
18/6/19;0;14096;0
18/6/19;1;3599;0
17/6/19;0;9542;0
17/6/19;1;2305;0
16/6/19;0;18157;0
16/6/19;1;4785;0
15/6/19;0;19925;0
15/6/19;1;5355;0
14/6/19;0;20841;0
14/6/19;1;5481;0
13/6/19;0;17878;0
13/6/19;1;4663;0
12/6/19;0;19567;0
12/6/19;1;5107;0
11/6/19;0;8867;0
11/6/19;1;2207;0
10/6/19;0;19130;0
10/6/19;1;5033;0
9/6/19;0;20038;0
9/6/19;1;5276;0
8/6/19;0;16750;0
8/6/19;1;4306;0
7/6/19;0;14558;0
7/6/19;1;3766;0
6/6/19;0;19707;0
6/6/19;1;5277;0
5/6/19;0;11149;0
5/6/19;1;2793;0
4/6/19;0;22590;0
4/6/19;1;6004;0
3/6/19;0;20067;0
3/6/19;1;5254;0
2/6/19;0;20446;0
2/6/19;1;5417;0
1/6/19;0;22028;0
1/6/19;1;5925;0
31/5/19;0;15442;0
31/5/19;1;3901;0
30/5/19;0;16807;0
30/5/19;1;4314;0
29/5/19;0;16223;0
29/5/19;1;4135;0
28/5/19;0;13631;0
28/5/19;1;3541;0
27/5/19;0;19556;0
27/5/19;1;5129;0
26/5/19;0;21190;0
26/5/19;1;5522;0
25/5/19;0;22695;0
25/5/19;1;6032;0
24/5/19;0;2122;0
24/5/19;1;4542;0
23/5/19;0;11604;0
23/5/19;1;3063;0
22/5/19;0;15734;0
22/5/19;1;3975;0
21/5/19;0;20424;0
21/5/19;1;5475;0
20/5/19;0;19619;0
20/5/19;1;5195;0
19/5/19;0;23485;0
19/5/19;1;6149;0
18/5/19;0;23318;0
18/5/19;1;6098;0
17/5/19;0;22765;0
17/5/19;1;5935;0
16/5/19;0;21937;0
16/5/19;1;5672;0
15/5/19;0;19137;0
15/5/19;1;4985;0
14/5/19;0;13854;0
14/5/19;1;3478;0
13/5/19;0;10676;0
13/5/19;1;2612;0
12/5/19;0;16204;0
12/5/19;1;4135;0
11/5/19;0;22637;0
11/5/19;1;5901;0
10/5/19;0;21006;0
10/5/19;1;5453;0
9/5/19;0;18563;0
9/5/19;1;4705;0
8/5/19;0;20677;0
8/5/19;1;5391;0
7/5/19;0;22634;0
7/5/19;1;5880;0
6/5/19;0;21902;0
6/5/19;1;5657;0
5/5/19;0;21783;0
5/5/19;1;5725;0
4/5/19;0;19886;0
4/5/19;1;5325;0
3/5/19;0;22226;0
3/5/19;1;5791;0
2/5/19;0;24058;0
2/5/19;1;6364;0
1/5/19;0;24200;0
1/5/19;1;6349;0
30/4/19;0;23411;0
30/4/19;1;6113;0
29/4/19;0;18606;0
29/4/19;1;4720;0
28/4/19;0;23162;0
28/4/19;1;5949;0
27/4/19;0;12364;0
27/4/19;1;3734;0
26/4/19;0;16675;0
26/4/19;1;4173;0
25/4/19;0;22607;0
25/4/19;1;5772;0
24/4/19;0;21616;0
24/4/19;1;5620;0
23/4/19;0;20647;0
23/4/19;1;5332;0
22/4/19;0;18127;0
22/4/19;1;4702;0
21/4/19;0;19015;0
21/4/19;1;4890;0
20/4/19;0;22901;0
20/4/19;1;5966;0
19/4/19;0;21297;0
19/4/19;1;5487;0
18/4/19;0;20403;0
18/4/19;1;5282;0
17/4/19;0;22237;0
17/4/19;1;5822;0
16/4/19;0;19662;0
16/4/19;1;5090;0
15/4/19;0;20117;0
15/4/19;1;5224;0
14/4/19;0;22090;0
14/4/19;1;5747;0
13/4/19;0;21173;0
13/4/19;1;5411;0
12/4/19;0;21190;0
12/4/19;1;5405;0
11/4/19;0;21483;0
11/4/19;1;5553;0
10/4/19;0;22328;0
10/4/19;1;5868;0
9/4/19;0;21029;0
9/4/19;1;5575;0
8/4/19;0;22121;0
8/4/19;1;5845;0
7/4/19;0;12213;0
7/4/19;1;3112;0
6/4/19;0;14740;0
6/4/19;1;3756;0
5/4/19;0;20724;0
5/4/19;1;5308;0
4/4/19;0;21452;0
4/4/19;1;5522;0
3/4/19;0;17198;0
3/4/19;1;4461;0
2/4/19;0;20286;0
2/4/19;1;5281;0
1/4/19;0;19997;0
1/4/19;1;5144;0
31/3/19;0;20727;0
31/3/19;1;5375;0
30/3/19;0;14595;0
30/3/19;1;3825;0
29/3/19;0;17123;0
29/3/19;1;4608;0
28/3/19;0;18582;0
28/3/19;1;5070;0
27/3/19;0;13903;0
27/3/19;1;3668;0
26/3/19;0;16836;0
26/3/19;1;4488;0
25/3/19;0;11540;0
25/3/19;1;2951;0
24/3/19;0;15673;0
24/3/19;1;3939;0
23/3/19;0;19053;0
23/3/19;1;4802;0
22/3/19;0;20399;0
22/3/19;1;5171;0
21/3/19;0;19899;0
21/3/19;1;5043;0
20/3/19;0;18232;0
20/3/19;1;4546;0
19/3/19;0;17247;0
19/3/19;1;4242;0
18/3/19;0;16858;0
18/3/19;1;4096;0
17/3/19;0;16889;0
17/3/19;1;4084;0
16/3/19;0;6571;0
16/3/19;1;1500;0
15/3/19;0;19686;0
15/3/19;1;5056;0
14/3/19;0;19581;0
14/3/19;1;4923;0
13/3/19;0;19953;0
13/3/19;1;5047;0
12/3/19;0;20209;0
12/3/19;1;5011;0
11/3/19;0;20670;0
11/3/19;1;5223;0
10/3/19;0;21153;0
10/3/19;1;5435;0
9/3/19;0;20509;0
9/3/19;1;5201;0
8/3/19;0;20055;0
8/3/19;1;5089;0
7/3/19;0;21357;0
7/3/19;1;5447;0
6/3/19;0;21615;0
6/3/19;1;5492;0
5/3/19;0;20551;0
5/3/19;1;5178;0
4/3/19;0;18701;0
4/3/19;1;4733;0
3/3/19;0;17929;0
3/3/19;1;4427;0
2/3/19;0;18289;0
2/3/19;1;4573;0
1/3/19;0;15956;0
1/3/19;1;3974;0
28/2/19;0;15109;0
28/2/19;1;3662;0
27/2/19;0;15725;0
27/2/19;1;3782;0
26/2/19;0;15699;0
26/2/19;1;3901;0
25/2/19;0;15742;0
25/2/19;1;3849;0
24/2/19;0;19086;0
24/2/19;1;4715;0
23/2/19;0;20341;0
23/2/19;1;5119;0
22/2/19;0;20329;0
22/2/19;1;5125;0
21/2/19;0;14470;0
21/2/19;1;3604;0
20/2/19;0;19796;0
20/2/19;1;4958;0
19/2/19;0;21539;0
19/2/19;1;5422;0
18/2/19;0;18565;0
18/2/19;1;4564;0
17/2/19;0;13428;0
17/2/19;1;3289;0
16/2/19;0;16342;0
16/2/19;1;3866;0
15/2/19;0;16850;0
15/2/19;1;3997;0
14/2/19;0;16011;0
14/2/19;1;3774;0
13/2/19;0;19297;0
13/2/19;1;4608;0
12/2/19;0;15976;0
12/2/19;1;3789;0
11/2/19;0;17423;0
11/2/19;1;4070;0
10/2/19;0;15218;0
10/2/19;1;3586;0
9/2/19;0;16888;0
9/2/19;1;4050;0
8/2/19;0;16134;0
8/2/19;1;3956;0
7/2/19;0;17804;0
7/2/19;1;4204;0
6/2/19;0;15107;0
6/2/19;1;3558;0
5/2/19;0;17005;0
5/2/19;1;4035;0
4/2/19;0;18035;0
4/2/19;1;4273;0
3/2/19;0;17267;0
3/2/19;1;4126;0
2/2/19;0;18057;0
2/2/19;1;4349;0
1/2/19;0;18124;0
1/2/19;1;4318;0
31/1/19;0;17449;0
31/1/19;1;4124;0
30/1/19;0;17061;0
30/1/19;1;3898;0
29/1/19;0;19856;0
29/1/19;1;4735;0
28/1/19;0;20280;0
28/1/19;1;4748;0
27/1/19;0;20474;0
27/1/19;1;4749;0
26/1/19;0;20710;0
26/1/19;1;4941;0
25/1/19;0;20908;0
25/1/19;1;4919;0
24/1/19;0;21862;0
24/1/19;1;5193;0
23/1/19;0;21512;0
23/1/19;1;5158;0
22/1/19;0;21201;0
22/1/19;1;5059;0
21/1/19;0;19394;0
21/1/19;1;4590;0
20/1/19;0;18554;0
20/1/19;1;4398;0
19/1/19;0;17187;0
19/1/19;1;4046;0
18/1/19;0;17746;0
18/1/19;1;4131;0
17/1/19;0;18776;0
17/1/19;1;4450;0
16/1/19;0;17000;0
16/1/19;1;4017;0
15/1/19;0;11728;0
15/1/19;1;2726;0
14/1/19;0;18875;0
14/1/19;1;4496;0
13/1/19;0;20663;0
13/1/19;1;5009;0
12/1/19;0;19098;0
12/1/19;1;4494;0
11/1/19;0;18239;0
11/1/19;1;4286;0
10/1/19;0;16133;0
10/1/19;1;3736;0
9/1/19;0;11251;0
9/1/19;1;2624;0
8/1/19;0;11727;0
8/1/19;1;2755;0
7/1/19;0;18121;0
7/1/19;1;4374;0
6/1/19;0;13595;0
6/1/19;1;3234;0
5/1/19;0;3557;0
5/1/19;1;744;0
4/1/19;0;9512;0
4/1/19;1;2297;0
3/1/19;0;9931;0
3/1/19;1;2424;0
2/1/19;0;22160;0
2/1/19;1;5608;0
1/1/19;0;20648;0
1/1/19;1;5237;0
31/12/18;0;21676;0
31/12/18;1;5505;0
30/12/18;0;15366;0
30/12/18;1;3842;0
29/12/18;0;12587;0
29/12/18;1;3079;0
28/12/18;0;16020;0
28/12/18;1;3797;0
27/12/18;0;19185;0
27/12/18;1;4711;0
26/12/18;0;16067;0
26/12/18;1;3894;0
25/12/18;0;18953;0
25/12/18;1;4763;0
24/12/18;0;18609;0
24/12/18;1;4723;0
23/12/18;0;13904;0
23/12/18;1;3359;0
22/12/18;0;15137;0
22/12/18;1;3649;0
21/12/18;0;17872;0
21/12/18;1;4330;0
20/12/18;0;18121;0
20/12/18;1;4574;0
19/12/18;0;19441;0
19/12/18;1;4954;0
18/12/18;0;19726;0
18/12/18;1;4976;0
17/12/18;0;19787;0
17/12/18;1;5088;0
16/12/18;0;15330;0
16/12/18;1;4028;0
15/12/18;0;14628;0
15/12/18;1;3775;0
14/12/18;0;20907;0
14/12/18;1;5365;0
13/12/18;0;20113;0
13/12/18;1;5121;0
12/12/18;0;11404;0
12/12/18;1;2856;0
11/12/18;0;16142;0
11/12/18;1;4121;0
10/12/18;0;16341;0
10/12/18;1;4230;0
9/12/18;0;9597;0
9/12/18;1;2370;0
8/12/18;0;4980;0
8/12/18;1;1169;0
7/12/18;0;14545;0
7/12/18;1;3640;0
6/12/18;0;20075;0
6/12/18;1;5133;0
5/12/18;0;18785;0
5/12/18;1;4830;0
4/12/18;0;18406;0
4/12/18;1;4719;0
3/12/18;0;17884;0
3/12/18;1;4585;0
2/12/18;0;17844;0
2/12/18;1;4545;0
1/12/18;0;14169;0
1/12/18;1;3556;0
30/11/18;0;14069;0
30/11/18;1;3510;0
29/11/18;0;16470;0
29/11/18;1;4292;0
28/11/18;0;12868;0
28/11/18;1;3286;0
27/11/18;0;15250;0
27/11/18;1;3857;0
26/11/18;0;21276;0
26/11/18;1;5433;0
25/11/18;0;21712;0
25/11/18;1;5545;0
24/11/18;0;21413;0
24/11/18;1;5511;0
23/11/18;0;21192;0
23/11/18;1;5566;0
22/11/18;0;17463;0
22/11/18;1;4549;0
21/11/18;0;20316;0
21/11/18;1;5320;0
20/11/18;0;18023;0
20/11/18;1;4720;0
19/11/18;0;18923;0
19/11/18;1;4939;0
18/11/18;0;13861;0
18/11/18;1;3516;0
17/11/18;0;11968;0
17/11/18;1;2975;0
16/11/18;0;14791;0
16/11/18;1;3764;0
15/11/18;0;19008;0
15/11/18;1;4864;0
14/11/18;0;16054;0
14/11/18;1;4136;0
13/11/18;0;12619;0
13/11/18;1;3115;0
12/11/18;0;20915;0
12/11/18;1;5479;0
11/11/18;0;18857;0
11/11/18;1;4914;0
10/11/18;0;14766;0
10/11/18;1;3813;0
9/11/18;0;6854;0
9/11/18;1;1685;0
8/11/18;0;13696;0
8/11/18;1;3495;0
7/11/18;0;15842;0
7/11/18;1;4052;0
6/11/18;0;20638;0
6/11/18;1;5287;0
5/11/18;0;21138;0
5/11/18;1;5451;0
4/11/18;0;22033;0
4/11/18;1;5679;0
3/11/18;0;22517;0
3/11/18;1;5743;0
2/11/18;0;22890;0
2/11/18;1;5821;0
1/11/18;0;23049;0
1/11/18;1;5819;0
31/10/18;0;23169;0
31/10/18;1;5903;0
30/10/18;0;22530;0
30/10/18;1;5866;0
29/10/18;0;20367;0
29/10/18;1;5349;0
28/10/18;0;21617;0
28/10/18;1;5700;0
27/10/18;0;20575;0
27/10/18;1;5397;0
26/10/18;0;18715;0
26/10/18;1;4980;0
25/10/18;0;15617;0
25/10/18;1;4164;0
24/10/18;0;17742;0
24/10/18;1;4591;0
23/10/18;0;18119;0
23/10/18;1;4754;0
22/10/18;0;16295;0
22/10/18;1;4363;0
21/10/18;0;10429;0
21/10/18;1;2634;0
20/10/18;0;8985;0
20/10/18;1;2294;0
19/10/18;0;17533;0
19/10/18;1;4580;0
18/10/18;0;20295;0
18/10/18;1;5504;0
17/10/18;0;16144;0
17/10/18;1;4304;0
16/10/18;0;13876;0
16/10/18;1;3552;0
15/10/18;0;17399;0
15/10/18;1;4529;0
14/10/18;0;18402;0
14/10/18;1;4898;0
13/10/18;0;16287;0
13/10/18;1;4224;0
12/10/18;0;20204;0
12/10/18;1;5431;0
11/10/18;0;18896;0
11/10/18;1;4942;0
10/10/18;0;18395;0
10/10/18;1;4723;0
9/10/18;0;17608;0
9/10/18;1;4557;0
8/10/18;0;15956;0
8/10/18;1;4103;0
7/10/18;0;18373;0
7/10/18;1;4807;0
6/10/18;0;13474;0
6/10/18;1;3480;0
5/10/18;0;18808;0
5/10/18;1;4977;0
4/10/18;0;22010;0
4/10/18;1;5878;0
3/10/18;0;16464;0
3/10/18;1;4292;0
2/10/18;0;14131;0
2/10/18;1;3700;0
1/10/18;0;14780;0
1/10/18;1;3952;0
30/9/18;0;22114;0
30/9/18;1;5866;0
29/9/18;0;17716;0
29/9/18;1;4648;0
28/9/18;0;19407;0
28/9/18;1;5158;0
27/9/18;0;22031;0
27/9/18;1;5942;0
26/9/18;0;23187;0
26/9/18;1;6262;0
25/9/18;0;22984;0
25/9/18;1;6155;0
24/9/18;0;13189;0
24/9/18;1;3446;0
23/9/18;0;18957;0
23/9/18;1;5046;0
22/9/18;0;18274;0
22/9/18;1;4708;0
21/9/18;0;21043;0
21/9/18;1;5686;0
20/9/18;0;15233;0
20/9/18;1;3939;0
19/9/18;0;8132;0
19/9/18;1;1982;0
18/9/18;0;14376;0
18/9/18;1;3719;0
17/9/18;0;23383;0
17/9/18;1;6213;0
16/9/18;0;18025;0
16/9/18;1;4719;0
15/9/18;0;14051;0
15/9/18;1;3658;0
14/9/18;0;11855;0
14/9/18;1;3035;0
13/9/18;0;18901;0
13/9/18;1;4982;0
12/9/18;0;16147;0
12/9/18;1;4219;0
11/9/18;0;20353;0
11/9/18;1;5455;0
10/9/18;0;19165;0
10/9/18;1;4950;0
9/9/18;0;13097;0
9/9/18;1;3367;0
8/9/18;0;11278;0
8/9/18;1;2757;0
7/9/18;0;23106;0
7/9/18;1;6154;0
6/9/18;0;21656;0
6/9/18;1;5798;0
5/9/18;0;21471;0
5/9/18;1;5600;0
4/9/18;0;17276;0
4/9/18;1;4420;0
3/9/18;0;18650;0
3/9/18;1;4841;0
2/9/18;0;22463;0
2/9/18;1;5988;0
1/9/18;0;22446;0
1/9/18;1;5959;0
31/8/18;0;15137;0
31/8/18;1;3903;0
30/8/18;0;20486;0
30/8/18;1;5338;0
29/8/18;0;19825;0
29/8/18;1;5185;0
28/8/18;0;17935;0
28/8/18;1;4635;0
27/8/18;0;17934;0
27/8/18;1;4743;0
26/8/18;0;15063;0
26/8/18;1;3813;0
25/8/18;0;12770;0
25/8/18;1;3186;0
24/8/18;0;15886;0
24/8/18;1;4045;0
23/8/18;0;18339;0
23/8/18;1;4759;0
22/8/18;0;17723;0
22/8/18;1;4576;0
21/8/18;0;15953;0
21/8/18;1;4051;0
20/8/18;0;13754;0
20/8/18;1;3470;0
19/8/18;0;17008;0
19/8/18;1;4378;0
18/8/18;0;14206;0
18/8/18;1;3632;0
17/8/18;0;12645;0
17/8/18;1;3183;0
16/8/18;0;13956;0
16/8/18;1;3538;0
15/8/18;0;18236;0
15/8/18;1;4771;0
14/8/18;0;14160;0
14/8/18;1;3561;0
13/8/18;0;10260;0
13/8/18;1;2504;0
12/8/18;0;17978;0
12/8/18;1;4649;0
11/8/18;0;14000;0
11/8/18;1;3528;0
10/8/18;0;14848;0
10/8/18;1;3772;0
9/8/18;0;15476;0
9/8/18;1;3959;0
8/8/18;0;21321;0
8/8/18;1;5584;0
7/8/18;0;12691;0
7/8/18;1;3310;0
6/8/18;0;15868;0
6/8/18;1;4052;0
5/8/18;0;16375;0
5/8/18;1;4178;0
4/8/18;0;20091;0
4/8/18;1;5242;0
3/8/18;0;17323;0
3/8/18;1;4411;0
2/8/18;0;21728;0
2/8/18;1;5716;0
1/8/18;0;17466;0
1/8/18;1;4464;0
31/7/18;0;16042;0
31/7/18;1;4064;0
30/7/18;0;12326;0
30/7/18;1;3176;0
29/7/18;0;15345;0
29/7/18;1;4010;0
28/7/18;0;14840;0
