#Date;Inv;Psum;Pmax
8/7/21;0;47141;0
8/7/21;1;4901;0
7/7/21;0;47124;0
7/7/21;1;4821;0
6/7/21;0;40682;0
6/7/21;1;4136;0
5/7/21;0;47913;0
5/7/21;1;4826;0
4/7/21;0;56452;0
4/7/21;1;6001;0
3/7/21;0;58374;0
3/7/21;1;6237;0
2/7/21;0;55002;0
2/7/21;1;5752;0
1/7/21;0;52659;0
1/7/21;1;5480;0
30/6/21;0;53629;0
30/6/21;1;5545;0
29/6/21;0;53845;0
29/6/21;1;5686;0
28/6/21;0;39692;0
28/6/21;1;4092;0
27/6/21;0;53950;0
27/6/21;1;5795;0
26/6/21;0;45427;0
26/6/21;1;4684;0
25/6/21;0;49601;0
25/6/21;1;5203;0
24/6/21;0;54729;0
24/6/21;1;5658;0
23/6/21;0;54328;0
23/6/21;1;5705;0
22/6/21;0;56133;0
22/6/21;1;5846;0
21/6/21;0;55679;0
21/6/21;1;5780;0
20/6/21;0;57345;0
20/6/21;1;6032;0
19/6/21;0;58317;0
19/6/21;1;6130;0
18/6/21;0;55349;0
18/6/21;1;5752;0
17/6/21;0;39091;0
17/6/21;1;4222;0
16/6/21;0;49608;0
16/6/21;1;5109;0
15/6/21;0;25107;0
15/6/21;1;2470;0
14/6/21;0;32661;0
14/6/21;1;3261;0
13/6/21;0;37220;0
13/6/21;1;3763;0
12/6/21;0;36916;0
12/6/21;1;3700;0
11/6/21;0;35813;0
11/6/21;1;3610;0
10/6/21;0;39581;0
10/6/21;1;4066;0
9/6/21;0;37644;0
9/6/21;1;3841;0
8/6/21;0;48072;0
8/6/21;1;4902;0
7/6/21;0;54713;0
7/6/21;1;5626;0
6/6/21;0;59257;0
6/6/21;1;6252;0
5/6/21;0;53954;0
5/6/21;1;5556;0
4/6/21;0;58591;0
4/6/21;1;6212;0
3/6/21;0;55955;0
3/6/21;1;5742;0
2/6/21;0;56146;0
2/6/21;1;5767;0
1/6/21;0;55545;0
1/6/21;1;5845;0
31/5/21;0;57247;0
31/5/21;1;6016;0
30/5/21;0;48505;0
30/5/21;1;5065;0
29/5/21;0;52207;0
29/5/21;1;5536;0
28/5/21;0;31889;0
28/5/21;1;3284;0
27/5/21;0;53090;0
27/5/21;1;5421;0
26/5/21;0;41955;0
26/5/21;1;4378;0
25/5/21;0;51939;0
25/5/21;1;5308;0
24/5/21;0;54204;0
24/5/21;1;5630;0
23/5/21;0;41545;0
23/5/21;1;5702;0
22/5/21;0;57171;0
22/5/21;1;6080;0
21/5/21;0;57168;0
21/5/21;1;5958;0
20/5/21;0;51548;0
20/5/21;1;5312;0
19/5/21;0;57010;0
19/5/21;1;6015;0
18/5/21;0;48556;0
18/5/21;1;5005;0
17/5/21;0;43765;0
17/5/21;1;4433;0
16/5/21;0;39743;0
16/5/21;1;3993;0
15/5/21;0;33061;0
15/5/21;1;3312;0
14/5/21;0;45882;0
14/5/21;1;4737;0
13/5/21;0;43781;0
13/5/21;1;4521;0
12/5/21;0;54289;0
12/5/21;1;5544;0
11/5/21;0;48979;0
11/5/21;1;4997;0
10/5/21;0;59067;0
10/5/21;1;6126;0
9/5/21;0;55373;0
9/5/21;1;5835;0
8/5/21;0;45774;0
8/5/21;1;4750;0
7/5/21;0;45915;0
7/5/21;1;4793;0
6/5/21;0;28865;0
6/5/21;1;3041;0
5/5/21;0;50464;0
5/5/21;1;5072;0
4/5/21;0;50823;0
4/5/21;1;5111;0
3/5/21;0;49635;0
3/5/21;1;4971;0
2/5/21;0;32959;0
2/5/21;1;3261;0
1/5/21;0;37177;0
1/5/21;1;3918;0
30/4/21;0;41076;0
30/4/21;1;4183;0
29/4/21;0;22566;0
29/4/21;1;2220;0
28/4/21;0;38071;0
28/4/21;1;3845;0
27/4/21;0;15533;0
27/4/21;1;1574;0
26/4/21;0;38099;0
26/4/21;1;3767;0
25/4/21;0;56422;0
25/4/21;1;5687;0
24/4/21;0;45473;0
24/4/21;1;4519;0
23/4/21;0;55990;0
23/4/21;1;5608;0
22/4/21;0;56141;0
22/4/21;1;5689;0
21/4/21;0;34314;0
21/4/21;1;3394;0
20/4/21;0;43525;0
20/4/21;1;4500;0
19/4/21;0;52939;0
19/4/21;1;5394;0
18/4/21;0;45598;0
18/4/21;1;4550;0
17/4/21;0;58084;0
17/4/21;1;5861;0
16/4/21;0;41134;0
16/4/21;1;4095;0
15/4/21;0;55304;0
15/4/21;1;5637;0
14/4/21;0;39892;0
14/4/21;1;3932;0
13/4/21;0;43387;0
13/4/21;1;4263;0
12/4/21;0;42423;0
12/4/21;1;4132;0
11/4/21;0;39561;0
11/4/21;1;3856;0
10/4/21;0;41436;0
10/4/21;1;4124;0
9/4/21;0;38798;0
9/4/21;1;3737;0
8/4/21;0;53255;0
8/4/21;1;5475;0
7/4/21;0;48069;0
7/4/21;1;4844;0
6/4/21;0;22205;0
6/4/21;1;2221;0
5/4/21;0;26716;0
5/4/21;1;2672;0
4/4/21;0;22164;0
4/4/21;1;2169;0
3/4/21;0;46764;0
3/4/21;1;4777;0
2/4/21;0;49479;0
2/4/21;1;5258;0
1/4/21;0;39491;0
1/4/21;1;3907;0
31/3/21;0;49305;0
31/3/21;1;4834;0
30/3/21;0;49538;0
30/3/21;1;4892;0
29/3/21;0;47771;0
29/3/21;1;4857;0
28/3/21;0;47559;0
28/3/21;1;4747;0
27/3/21;0;45843;0
27/3/21;1;4557;0
26/3/21;0;40315;0
26/3/21;1;3899;0
25/3/21;0;48885;0
25/3/21;1;4664;0
24/3/21;0;47408;0
24/3/21;1;4510;0
23/3/21;0;44916;0
23/3/21;1;4313;0
22/3/21;0;16516;0
22/3/21;1;1731;0
21/3/21;0;45908;0
21/3/21;1;4473;0
20/3/21;0;47992;0
20/3/21;1;4703;0
19/3/21;0;42367;0
19/3/21;1;4084;0
18/3/21;0;44243;0
18/3/21;1;4174;0
17/3/21;0;41579;0
17/3/21;1;3939;0
16/3/21;0;44852;0
16/3/21;1;4187;0
15/3/21;0;38362;0
15/3/21;1;3568;0
14/3/21;0;34800;0
14/3/21;1;3189;0
13/3/21;0;43763;0
13/3/21;1;4073;0
12/3/21;0;46719;0
12/3/21;1;4397;0
11/3/21;0;48496;0
11/3/21;1;4622;0
10/3/21;0;38573;0
10/3/21;1;3619;0
9/3/21;0;46792;0
9/3/21;1;4495;0
8/3/21;0;34924;0
8/3/21;1;3280;0
7/3/21;0;55308;0
7/3/21;1;5364;0
6/3/21;0;56035;0
6/3/21;1;5465;0
5/3/21;0;43313;0
5/3/21;1;4226;0
4/3/21;0;28222;0
4/3/21;1;4409;0
3/3/21;0;0;0
3/3/21;1;1944;0
2/3/21;0;0;0
2/3/21;1;4036;0
1/3/21;0;0;0
1/3/21;1;3884;0
28/2/21;0;0;0
28/2/21;1;4249;0
27/2/21;0;0;0
27/2/21;1;4614;0
26/2/21;0;18151;0
26/2/21;1;4631;0
25/2/21;0;48944;0
25/2/21;1;4459;0
24/2/21;0;44927;0
24/2/21;1;4059;0
23/2/21;0;44109;0
23/2/21;1;3987;0
22/2/21;0;41126;0
22/2/21;1;3632;0
21/2/21;0;51566;0
21/2/21;1;4598;0
20/2/21;0;53326;0
20/2/21;1;4807;0
19/2/21;0;50849;0
19/2/21;1;4517;0
18/2/21;0;50242;0
18/2/21;1;4434;0
17/2/21;0;38172;0
17/2/21;1;3513;0
16/2/21;0;33147;0
16/2/21;1;2953;0
15/2/21;0;39710;0
15/2/21;1;3555;0
14/2/21;0;45200;0
14/2/21;1;4017;0
13/2/21;0;50299;0
13/2/21;1;4460;0
12/2/21;0;55135;0
12/2/21;1;4943;0
11/2/21;0;53813;0
11/2/21;1;4790;0
10/2/21;0;52934;0
10/2/21;1;4774;0
9/2/21;0;29338;0
9/2/21;1;2731;0
8/2/21;0;28412;0
8/2/21;1;2637;0
7/2/21;0;48737;0
7/2/21;1;4525;0
6/2/21;0;49763;0
6/2/21;1;4618;0
5/2/21;0;51718;0
5/2/21;1;4817;0
4/2/21;0;49210;0
4/2/21;1;4525;0
3/2/21;0;49705;0
3/2/21;1;4614;0
2/2/21;0;50348;0
2/2/21;1;4754;0
1/2/21;0;43008;0
1/2/21;1;3851;0
31/1/21;0;47044;0
31/1/21;1;4272;0
30/1/21;0;47204;0
30/1/21;1;4384;0
29/1/21;0;44659;0
29/1/21;1;4271;0
28/1/21;0;0;0
28/1/21;1;4102;0
27/1/21;0;0;0
27/1/21;1;3832;0
26/1/21;0;0;0
26/1/21;1;4064;0
25/1/21;0;0;0
25/1/21;1;3275;0
24/1/21;0;0;0
24/1/21;1;3658;0
23/1/21;0;0;0
23/1/21;1;3797;0
22/1/21;0;0;0
22/1/21;1;4173;0
21/1/21;0;0;0
21/1/21;1;4183;0
20/1/21;0;0;0
20/1/21;1;4343;0
19/1/21;0;0;0
19/1/21;1;4252;0
18/1/21;0;0;0
18/1/21;1;4383;0
17/1/21;0;0;0
17/1/21;1;3487;0
16/1/21;0;0;0
16/1/21;1;3831;0
15/1/21;0;0;0
15/1/21;1;4205;0
14/1/21;0;0;0
14/1/21;1;4480;0
13/1/21;0;0;0
13/1/21;1;4840;0
12/1/21;0;0;0
12/1/21;1;4574;0
11/1/21;0;0;0
11/1/21;1;4037;0
10/1/21;0;0;0
10/1/21;1;4524;0
9/1/21;0;0;0
9/1/21;1;4553;0
8/1/21;0;0;0
8/1/21;1;4516;0
7/1/21;0;0;0
7/1/21;1;4431;0
6/1/21;0;0;0
6/1/21;1;4298;0
5/1/21;0;0;0
5/1/21;1;3973;0
4/1/21;0;0;0
4/1/21;1;5050;0
3/1/21;0;0;0
3/1/21;1;4906;0
2/1/21;0;0;0
2/1/21;1;5096;0
1/1/21;0;0;0
1/1/21;1;4929;0
31/12/20;0;0;0
31/12/20;1;5100;0
30/12/20;0;0;0
30/12/20;1;4789;0
29/12/20;0;0;0
29/12/20;1;3819;0
28/12/20;0;0;0
28/12/20;1;3890;0
27/12/20;0;0;0
27/12/20;1;4580;0
26/12/20;0;0;0
26/12/20;1;3839;0
25/12/20;0;0;0
25/12/20;1;2509;0
24/12/20;0;0;0
24/12/20;1;4533;0
23/12/20;0;15591;0
23/12/20;1;1915;0
22/12/20;0;55716;0
22/12/20;1;5185;0
21/12/20;0;56673;0
21/12/20;1;5203;0
20/12/20;0;52613;0
20/12/20;1;4913;0
19/12/20;0;53068;0
19/12/20;1;5067;0
18/12/20;0;54255;0
18/12/20;1;5180;0
17/12/20;0;45244;0
17/12/20;1;4208;0
16/12/20;0;31365;0
16/12/20;1;3038;0
15/12/20;0;36056;0
15/12/20;1;3375;0
14/12/20;0;33971;0
14/12/20;1;3286;0
13/12/20;0;31517;0
13/12/20;1;2904;0
12/12/20;0;40570;0
12/12/20;1;3762;0
11/12/20;0;48590;0
11/12/20;1;4705;0
10/12/20;0;56241;0
10/12/20;1;5107;0
9/12/20;0;56116;0
9/12/20;1;5139;0
8/12/20;0;48331;0
8/12/20;1;4667;0
7/12/20;0;52762;0
7/12/20;1;4885;0
6/12/20;0;51505;0
6/12/20;1;4725;0
5/12/20;0;56893;0
5/12/20;1;5318;0
4/12/20;0;55740;0
4/12/20;1;5189;0
3/12/20;0;48124;0
3/12/20;1;4583;0
2/12/20;0;48730;0
2/12/20;1;4668;0
1/12/20;0;43128;0
1/12/20;1;4252;0
30/11/20;0;46822;0
30/11/20;1;4643;0
29/11/20;0;45021;0
29/11/20;1;4307;0
28/11/20;0;57293;0
28/11/20;1;5378;0
27/11/20;0;50111;0
27/11/20;1;4787;0
26/11/20;0;53213;0
26/11/20;1;5065;0
25/11/20;0;52796;0
25/11/20;1;5051;0
24/11/20;0;46074;0
24/11/20;1;4339;0
23/11/20;0;53244;0
23/11/20;1;5167;0
22/11/20;0;37239;0
22/11/20;1;3665;0
21/11/20;0;35163;0
21/11/20;1;3316;0
20/11/20;0;46493;0
20/11/20;1;4385;0
19/11/20;0;56978;0
19/11/20;1;5506;0
18/11/20;0;49214;0
18/11/20;1;4695;0
17/11/20;0;45383;0
17/11/20;1;4285;0
16/11/20;0;56893;0
16/11/20;1;5479;0
15/11/20;0;56514;0
15/11/20;1;5392;0
14/11/20;0;57784;0
14/11/20;1;5485;0
13/11/20;0;57841;0
13/11/20;1;5472;0
12/11/20;0;18788;0
12/11/20;1;1832;0
11/11/20;0;37338;0
11/11/20;1;3749;0
10/11/20;0;58591;0
10/11/20;1;5522;0
9/11/20;0;57540;0
9/11/20;1;5454;0
8/11/20;0;37637;0
8/11/20;1;3677;0
7/11/20;0;31982;0
7/11/20;1;3143;0
6/11/20;0;54219;0
6/11/20;1;5102;0
5/11/20;0;50776;0
5/11/20;1;4783;0
4/11/20;0;45510;0
4/11/20;1;4231;0
3/11/20;0;55243;0
3/11/20;1;5270;0
2/11/20;0;53454;0
2/11/20;1;5204;0
1/11/20;0;32819;0
1/11/20;1;3171;0
31/10/20;0;28326;0
31/10/20;1;2746;0
30/10/20;0;32845;0
30/10/20;1;3272;0
29/10/20;0;24965;0
29/10/20;1;2484;0
28/10/20;0;41421;0
28/10/20;1;3967;0
27/10/20;0;22367;0
27/10/20;1;2158;0
26/10/20;0;47241;0
26/10/20;1;4460;0
25/10/20;0;53719;0
25/10/20;1;5062;0
24/10/20;0;57364;0
24/10/20;1;5478;0
23/10/20;0;50084;0
23/10/20;1;4845;0
22/10/20;0;50256;0
22/10/20;1;5029;0
21/10/20;0;36892;0
21/10/20;1;3477;0
20/10/20;0;33231;0
20/10/20;1;3236;0
19/10/20;0;19768;0
19/10/20;1;1949;0
18/10/20;0;4014;0
18/10/20;1;377;0
17/10/20;0;10709;0
17/10/20;1;1146;0
16/10/20;0;26898;0
16/10/20;1;2726;0
15/10/20;0;60118;0
15/10/20;1;5973;0
14/10/20;0;53539;0
14/10/20;1;5357;0
13/10/20;0;17816;0
13/10/20;1;1810;0
12/10/20;0;37574;0
12/10/20;1;3684;0
11/10/20;0;23494;0
11/10/20;1;2354;0
10/10/20;0;30174;0
10/10/20;1;3009;0
9/10/20;0;17442;0
9/10/20;1;1812;0
8/10/20;0;17346;0
8/10/20;1;1825;0
7/10/20;0;49045;0
7/10/20;1;4763;0
6/10/20;0;40401;0
6/10/20;1;3938;0
5/10/20;0;39120;0
5/10/20;1;3925;0
4/10/20;0;56136;0
4/10/20;1;5639;0
3/10/20;0;27017;0
3/10/20;1;2634;0
2/10/20;0;50910;0
2/10/20;1;4943;0
1/10/20;0;61048;0
1/10/20;1;6021;0
30/9/20;0;43438;0
30/9/20;1;4331;0
29/9/20;0;37465;0
29/9/20;1;3701;0
28/9/20;0;33045;0
28/9/20;1;3349;0
27/9/20;0;56387;0
27/9/20;1;5501;0
26/9/20;0;57439;0
26/9/20;1;5745;0
25/9/20;0;63110;0
25/9/20;1;6359;0
24/9/20;0;54280;0
24/9/20;1;5354;0
23/9/20;0;39715;0
23/9/20;1;3924;0
22/9/20;0;38390;0
22/9/20;1;3913;0
21/9/20;0;42792;0
21/9/20;1;4232;0
20/9/20;0;31489;0
20/9/20;1;3146;0
19/9/20;0;30113;0
19/9/20;1;3058;0
18/9/20;0;16021;0
18/9/20;1;1607;0
17/9/20;0;53056;0
17/9/20;1;5323;0
16/9/20;0;62917;0
16/9/20;1;6314;0
15/9/20;0;47950;0
15/9/20;1;4768;0
14/9/20;0;46510;0
14/9/20;1;4533;0
13/9/20;0;32623;0
13/9/20;1;3271;0
12/9/20;0;44206;0
12/9/20;1;4373;0
11/9/20;0;44240;0
11/9/20;1;4290;0
10/9/20;0;46343;0
10/9/20;1;4503;0
9/9/20;0;38595;0
9/9/20;1;3777;0
8/9/20;0;47971;0
8/9/20;1;4707;0
7/9/20;0;51744;0
7/9/20;1;5239;0
6/9/20;0;59788;0
6/9/20;1;6023;0
5/9/20;0;45128;0
5/9/20;1;4483;0
4/9/20;0;43138;0
4/9/20;1;4216;0
3/9/20;0;58268;0
3/9/20;1;5796;0
2/9/20;0;56975;0
2/9/20;1;5659;0
1/9/20;0;39877;0
1/9/20;1;4138;0
31/8/20;0;43792;0
31/8/20;1;4373;0
30/8/20;0;53685;0
30/8/20;1;5365;0
29/8/20;0;51346;0
29/8/20;1;5070;0
28/8/20;0;36631;0
28/8/20;1;3625;0
27/8/20;0;55176;0
27/8/20;1;5520;0
26/8/20;0;63460;0
26/8/20;1;6423;0
25/8/20;0;56141;0
25/8/20;1;5573;0
24/8/20;0;61011;0
24/8/20;1;6180;0
23/8/20;0;52808;0
23/8/20;1;5254;0
22/8/20;0;55260;0
22/8/20;1;5581;0
21/8/20;0;37360;0
21/8/20;1;3675;0
20/8/20;0;46918;0
20/8/20;1;4672;0
19/8/20;0;53318;0
19/8/20;1;5430;0
18/8/20;0;55274;0
18/8/20;1;5535;0
17/8/20;0;52211;0
17/8/20;1;5256;0
16/8/20;0;47733;0
16/8/20;1;4820;0
15/8/20;0;32500;0
15/8/20;1;3177;0
14/8/20;0;28703;0
14/8/20;1;2767;0
13/8/20;0;46212;0
13/8/20;1;4646;0
12/8/20;0;47359;0
12/8/20;1;4765;0
11/8/20;0;43648;0
11/8/20;1;4456;0
10/8/20;0;37819;0
10/8/20;1;3733;0
9/8/20;0;53974;0
9/8/20;1;5486;0
8/8/20;0;51529;0
8/8/20;1;5354;0
7/8/20;0;19799;0
7/8/20;1;1961;0
6/8/20;0;54228;0
6/8/20;1;5450;0
5/8/20;0;37890;0
5/8/20;1;3770;0
4/8/20;0;23468;0
4/8/20;1;2330;0
3/8/20;0;40253;0
3/8/20;1;3987;0
2/8/20;0;30072;0
2/8/20;1;2951;0
1/8/20;0;32135;0
1/8/20;1;3294;0
31/7/20;0;59302;0
31/7/20;1;6019;0
30/7/20;0;59702;0
30/7/20;1;6100;0
29/7/20;0;60066;0
29/7/20;1;6104;0
28/7/20;0;48891;0
28/7/20;1;4842;0
27/7/20;0;53125;0
27/7/20;1;5300;0
26/7/20;0;49847;0
26/7/20;1;5139;0
25/7/20;0;49933;0
25/7/20;1;4957;0
24/7/20;0;43192;0
24/7/20;1;4281;0
23/7/20;0;46489;0
23/7/20;1;4623;0
22/7/20;0;35728;0
22/7/20;1;3678;0
21/7/20;0;43303;0
21/7/20;1;4436;0
20/7/20;0;38939;0
20/7/20;1;3801;0
19/7/20;0;39052;0
19/7/20;1;3969;0
18/7/20;0;58958;0
18/7/20;1;5956;0
17/7/20;0;62302;0
17/7/20;1;6501;0
16/7/20;0;58166;0
16/7/20;1;5959;0
15/7/20;0;55637;0
15/7/20;1;5595;0
14/7/20;0;41626;0
14/7/20;1;4083;0
13/7/20;0;49548;0
13/7/20;1;4934;0
12/7/20;0;45428;0
12/7/20;1;4482;0
11/7/20;0;49308;0
11/7/20;1;4807;0
10/7/20;0;60720;0
10/7/20;1;6250;0
9/7/20;0;58613;0
9/7/20;1;5969;0
8/7/20;0;38085;0
8/7/20;1;3815;0
7/7/20;0;43127;0
7/7/20;1;4258;0
6/7/20;0;52787;0
6/7/20;1;5463;0
5/7/20;0;47431;0
5/7/20;1;5047;0
4/7/20;0;31219;0
4/7/20;1;3071;0
3/7/20;0;46834;0
3/7/20;1;4701;0
2/7/20;0;42824;0
2/7/20;1;4264;0
1/7/20;0;51327;0
1/7/20;1;5318;0
30/6/20;0;51086;0
30/6/20;1;5142;0
29/6/20;0;53437;0
29/6/20;1;5397;0
28/6/20;0;51767;0
28/6/20;1;5686;0
27/6/20;0;51891;0
27/6/20;1;6278;0
26/6/20;0;52289;0
26/6/20;1;5198;0
25/6/20;0;51358;0
25/6/20;1;5199;0
24/6/20;0;52318;0
24/6/20;1;5330;0
23/6/20;0;47707;0
23/6/20;1;4931;0
22/6/20;0;54361;0
22/6/20;1;5421;0
21/6/20;0;55079;0
21/6/20;1;5916;0
20/6/20;0;60220;0
20/6/20;1;6333;0
19/6/20;0;55254;0
19/6/20;1;5671;0
18/6/20;0;48519;0
18/6/20;1;4941;0
17/6/20;0;25612;0
17/6/20;1;2553;0
16/6/20;0;32591;0
16/6/20;1;3224;0
15/6/20;0;33041;0
15/6/20;1;3318;0
14/6/20;0;47859;0
14/6/20;1;4770;0
13/6/20;0;52567;0
13/6/20;1;5362;0
12/6/20;0;56176;0
12/6/20;1;5791;0
11/6/20;0;58613;0
11/6/20;1;5956;0
10/6/20;0;47047;0
10/6/20;1;4705;0
9/6/20;0;42730;0
9/6/20;1;4260;0
8/6/20;0;51333;0
8/6/20;1;5385;0
7/6/20;0;49559;0
7/6/20;1;5031;0
6/6/20;0;48865;0
6/6/20;1;5039;0
5/6/20;0;32861;0
5/6/20;1;3191;0
4/6/20;0;38505;0
4/6/20;1;3798;0
3/6/20;0;56430;0
3/6/20;1;5807;0
2/6/20;0;39090;0
2/6/20;1;3936;0
1/6/20;0;56154;0
1/6/20;1;5724;0
31/5/20;0;56420;0
31/5/20;1;5980;0
30/5/20;0;42631;0
30/5/20;1;4412;0
29/5/20;0;44185;0
29/5/20;1;4374;0
28/5/20;0;54542;0
28/5/20;1;5591;0
27/5/20;0;61181;0
27/5/20;1;6342;0
26/5/20;0;44957;0
26/5/20;1;4517;0
25/5/20;0;37381;0
25/5/20;1;3717;0
24/5/20;0;29553;0
24/5/20;1;2868;0
23/5/20;0;41056;0
23/5/20;1;4153;0
22/5/20;0;56737;0
22/5/20;1;5852;0
21/5/20;0;56661;0
21/5/20;1;5739;0
20/5/20;0;55812;0
20/5/20;1;5815;0
19/5/20;0;45905;0
19/5/20;1;4703;0
18/5/20;0;47179;0
18/5/20;1;4865;0
17/5/20;0;50034;0
17/5/20;1;4958;0
16/5/20;0;51733;0
16/5/20;1;5278;0
15/5/20;0;50364;0
15/5/20;1;5105;0
14/5/20;0;31379;0
14/5/20;1;3159;0
13/5/20;0;46110;0
13/5/20;1;4550;0
12/5/20;0;57742;0
12/5/20;1;5948;0
11/5/20;0;19797;0
11/5/20;1;2003;0
10/5/20;0;50437;0
10/5/20;1;5145;0
9/5/20;0;50219;0
9/5/20;1;5102;0
8/5/20;0;36959;0
8/5/20;1;3724;0
7/5/20;0;52050;0
7/5/20;1;5383;0
6/5/20;0;49479;0
6/5/20;1;5016;0
5/5/20;0;54200;0
5/5/20;1;5359;0
4/5/20;0;42244;0
4/5/20;1;4340;0
3/5/20;0;48791;0
3/5/20;1;4867;0
2/5/20;0;52031;0
2/5/20;1;5172;0
1/5/20;0;51950;0
1/5/20;1;5280;0
30/4/20;0;52497;0
30/4/20;1;5190;0
29/4/20;0;33669;0
29/4/20;1;3290;0
28/4/20;0;54002;0
28/4/20;1;5359;0
27/4/20;0;34188;0
27/4/20;1;3294;0
26/4/20;0;47008;0
26/4/20;1;4737;0
25/4/20;0;33158;0
25/4/20;1;3184;0
24/4/20;0;41407;0
24/4/20;1;4125;0
23/4/20;0;49085;0
23/4/20;1;4802;0
22/4/20;0;56133;0
22/4/20;1;5596;0
21/4/20;0;61550;0
21/4/20;1;6228;0
20/4/20;0;53060;0
20/4/20;1;5407;0
19/4/20;0;47519;0
19/4/20;1;4888;0
18/4/20;0;46733;0
18/4/20;1;4633;0
17/4/20;0;38308;0
17/4/20;1;3704;0
16/4/20;0;47231;0
16/4/20;1;4650;0
15/4/20;0;49555;0
15/4/20;1;4830;0
14/4/20;0;43410;0
14/4/20;1;4260;0
13/4/20;0;31766;0
13/4/20;1;3065;0
12/4/20;0;45255;0
12/4/20;1;4524;0
11/4/20;0;45601;0
11/4/20;1;4416;0
10/4/20;0;43569;0
10/4/20;1;4239;0
9/4/20;0;50462;0
9/4/20;1;4997;0
8/4/20;0;51113;0
8/4/20;1;5034;0
7/4/20;0;48882;0
7/4/20;1;4660;0
6/4/20;0;52786;0
6/4/20;1;5202;0
5/4/20;0;49935;0
5/4/20;1;4933;0
4/4/20;0;49560;0
4/4/20;1;4863;0
3/4/20;0;53687;0
3/4/20;1;5272;0
2/4/20;0;49070;0
2/4/20;1;4712;0
1/4/20;0;55601;0
1/4/20;1;5455;0
31/3/20;0;51551;0
31/3/20;1;5001;0
30/3/20;0;48701;0
30/3/20;1;4819;0
29/3/20;0;56405;0
29/3/20;1;5521;0
28/3/20;0;56511;0
28/3/20;1;5344;0
27/3/20;0;57469;0
27/3/20;1;5629;0
26/3/20;0;58418;0
26/3/20;1;5831;0
25/3/20;0;50500;0
25/3/20;1;4980;0
24/3/20;0;59252;0
24/3/20;1;5850;0
23/3/20;0;57470;0
23/3/20;1;5690;0
22/3/20;0;56845;0
22/3/20;1;5688;0
21/3/20;0;50458;0
21/3/20;1;5091;0
20/3/20;0;43212;0
20/3/20;1;4216;0
19/3/20;0;49810;0
19/3/20;1;4793;0
18/3/20;0;47922;0
18/3/20;1;4548;0
17/3/20;0;40738;0
17/3/20;1;3833;0
16/3/20;0;40158;0
16/3/20;1;3707;0
15/3/20;0;10086;0
15/3/20;1;1003;0
14/3/20;0;43911;0
14/3/20;1;4292;0
13/3/20;0;47019;0
13/3/20;1;4556;0
12/3/20;0;46561;0
12/3/20;1;4535;0
11/3/20;0;46994;0
11/3/20;1;4482;0
10/3/20;0;45463;0
10/3/20;1;4212;0
9/3/20;0;47886;0
9/3/20;1;4456;0
8/3/20;0;47297;0
8/3/20;1;4538;0
7/3/20;0;37014;0
7/3/20;1;3679;0
6/3/20;0;47145;0
6/3/20;1;4667;0
5/3/20;0;37551;0
5/3/20;1;3648;0
4/3/20;0;42473;0
4/3/20;1;4117;0
3/3/20;0;40049;0
3/3/20;1;3834;0
2/3/20;0;36390;0
2/3/20;1;3411;0
1/3/20;0;37660;0
1/3/20;1;3491;0
29/2/20;0;37791;0
29/2/20;1;3466;0
28/2/20;0;32429;0
28/2/20;1;2992;0
27/2/20;0;31800;0
27/2/20;1;2887;0
26/2/20;0;36974;0
26/2/20;1;3407;0
25/2/20;0;44638;0
25/2/20;1;3958;0
24/2/20;0;46993;0
24/2/20;1;4245;0
23/2/20;0;45643;0
23/2/20;1;4100;0
22/2/20;0;45730;0
22/2/20;1;4068;0
21/2/20;0;47232;0
21/2/20;1;4262;0
20/2/20;0;47321;0
20/2/20;1;4297;0
19/2/20;0;45845;0
19/2/20;1;4141;0
18/2/20;0;38756;0
18/2/20;1;3631;0
17/2/20;0;48740;0
17/2/20;1;4600;0
16/2/20;0;50433;0
16/2/20;1;4784;0
15/2/20;0;54850;0
15/2/20;1;5005;0
14/2/20;0;45576;0
14/2/20;1;4365;0
13/2/20;0;47955;0
13/2/20;1;4424;0
12/2/20;0;36508;0
12/2/20;1;3409;0
11/2/20;0;41892;0
11/2/20;1;3954;0
10/2/20;0;43055;0
10/2/20;1;3940;0
9/2/20;0;41870;0
9/2/20;1;3802;0
8/2/20;0;40207;0
8/2/20;1;3552;0
7/2/20;0;39014;0
7/2/20;1;3599;0
6/2/20;0;35663;0
6/2/20;1;3210;0
5/2/20;0;42452;0
5/2/20;1;3750;0
4/2/20;0;31788;0
4/2/20;1;2783;0
3/2/20;0;37797;0
3/2/20;1;3221;0
2/2/20;0;40628;0
2/2/20;1;3509;0
1/2/20;0;45292;0
1/2/20;1;3936;0
31/1/20;0;46813;0
31/1/20;1;4192;0
30/1/20;0;42996;0
30/1/20;1;3845;0
29/1/20;0;46607;0
29/1/20;1;4086;0
28/1/20;0;51232;0
28/1/20;1;4586;0
27/1/20;0;53238;0
27/1/20;1;4783;0
26/1/20;0;49908;0
26/1/20;1;4529;0
25/1/20;0;41249;0
25/1/20;1;3747;0
24/1/20;0;43934;0
24/1/20;1;3933;0
23/1/20;0;42235;0
23/1/20;1;3713;0
22/1/20;0;33859;0
22/1/20;1;2978;0
21/1/20;0;38407;0
21/1/20;1;3364;0
20/1/20;0;36546;0
20/1/20;1;3200;0
19/1/20;0;35268;0
19/1/20;1;3098;0
18/1/20;0;26267;0
18/1/20;1;2309;0
17/1/20;0;38478;0
17/1/20;1;3384;0
